customer_id,first_name,last_name,username,email,gender,birthdate,device_type,device_id,device_version,home_location_lat,home_location_long,home_location,home_country,first_join_date
74362,Nova,Rahimah,d60409c5-059c-43a8-9995-db0bbd0b817d,d60409c5_059c_43a8_9995_db0bbd0b817d@startupcampus.id,F,1996-03-30,Android,2c184eea-062c-4d0c-a968-0a310959c3a6,Android 2.3,-6.24747050838993,106.851927086983,Jakarta Raya,Indonesia,2022-06-18
9152,Olivia,Hariyah,9f6bf5e5-c8dc-4684-a258-4ebf4416c519,9f6bf5e5_c8dc_4684_a258_4ebf4416c519@startupcampus.id,F,1995-12-10,iOS,33aaf2ae-54c2-45ef-a499-743413c32952,iPad; CPU iPad OS 4_2_1 like Mac OS X,-7.88565814536488,110.042264565938,Yogyakarta,Indonesia,2019-11-21
22199,Ridwan,Nugroho,269834ea-f06d-4b0b-aaac-65521a58efc8,269834ea_f06d_4b0b_aaac_65521a58efc8@startupcampus.id,M,1986-07-02,Android,161d6d87-cd07-4e0a-a440-cfcce1a45f48,Android 7.1.1,-6.20637661926833,106.87644194293,Jakarta Raya,Indonesia,2019-11-24
94370,Septi,Winarsih,964732f6-88fb-48cc-aeec-a788f3dcc276,964732f6_88fb_48cc_aeec_a788f3dcc276@zakyfoundation.org,F,1998-06-28,Android,38766a93-4a69-4613-b835-268a4824de2c,Android 4.0.4,-7.78396233575147,113.869487708557,Jawa Timur,Indonesia,2018-02-24
73093,Elisa,Novitasari,5d54a0ed-214b-40fd-b600-3cab749c2329,5d54a0ed_214b_40fd_b600_3cab749c2329@startupcampus.id,F,1992-01-06,Android,1e00f9e6-7011-4e6c-b1a9-81f2fc7da6a4,Android 2.3.3,-7.37720095299105,108.947100547201,Jawa Tengah,Indonesia,2021-07-24
72106,Zulfa,Laksita,70ad4099-759e-47f4-936b-a73fd9ce6bf1,70ad4099_759e_47f4_936b_a73fd9ce6bf1@zakyfoundation.org,F,2001-02-23,iOS,ebe9c4d7-42a0-422c-8f30-be7757d333b8,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,-6.16936404566267,106.936656871109,Jakarta Raya,Indonesia,2021-05-01
97883,Septi,Nasyidah,45fd1317-3b65-4cc5-a21e-98650bdbaa4b,45fd1317_3b65_4cc5_a21e_98650bdbaa4b@startupcampus.id,F,1999-08-24,Android,3bb9ea51-923f-40b8-ae0b-aa7b9d285f31,Android 4.1.2,-6.22094943728227,106.783241296087,Jakarta Raya,Indonesia,2017-07-30
3434,Umay,Damanik,11f16a84-7630-4efc-a010-3ae93a5b3b43,11f16a84_7630_4efc_a010_3ae93a5b3b43@startupcampus.id,M,1998-01-18,Android,fadaaa1d-eb56-4283-9414-dcbe6c92afc2,Android 3.2.6,-3.29215341961243,121.067642742083,Sulawesi Tenggara,Indonesia,2017-06-04
31163,Keisha,Winarsih,f5f4a919-0ff5-40bc-9282-d25662d95944,f5f4a919_0ff5_40bc_9282_d25662d95944@startupcampus.id,F,2003-04-11,Android,a0d92ed5-c9df-4b07-b9bf-74e7bdab88f0,Android 11,-5.48491759806376,105.811781658196,Lampung,Indonesia,2020-03-08
68127,Raditya,Utama,84898c42-9282-42b0-9a47-2fec5c1a05ab,84898c42_9282_42b0_9a47_2fec5c1a05ab@zakyfoundation.org,M,2004-01-18,Android,9b6f39d5-378c-4fdb-b7ff-d5460be987aa,Android 2.3.3,-6.64637983499551,106.56608273908,Jawa Barat,Indonesia,2019-01-30
65652,Elon,Mandala,2cf9c538-fb71-4f65-8717-d32c5bc5ee7b,2cf9c538_fb71_4f65_8717_d32c5bc5ee7b@startupcampus.id,M,1995-11-20,Android,0e925fdf-1ba6-4bb7-bd95-2ca333d5b954,Android 3.2.4,-7.65831409488892,109.414005829867,Jawa Tengah,Indonesia,2022-04-09
43890,Safina,Aryani,6cea0534-39e7-468a-9921-6f55623860c3,6cea0534_39e7_468a_9921_6f55623860c3@startupcampus.id,F,1997-04-04,Android,826b9d84-4b1c-4932-82da-7b904a8b43e2,Android 6.0.1,-2.72457576777209,106.586143479676,Bangka Belitung,Indonesia,2021-06-05
3460,Yuliana,Kusmawati,b0bf484b-52f9-45e5-912b-215c3551fcb7,b0bf484b_52f9_45e5_912b_215c3551fcb7@zakyfoundation.org,F,2005-01-26,iOS,bf34e1c0-7d8e-43fa-8fc1-8214c5d88180,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,0.316892546922672,104.363008869501,Kepulauan Riau,Indonesia,2017-12-03
6487,Karimah,Zulaika,f3411b4b-6f27-42fd-9576-f60af9554a92,f3411b4b_6f27_42fd_9576_f60af9554a92@startupcampus.id,F,2000-08-22,Android,1d6c239d-ea29-4a8d-91fc-d6ae1780e0d6,Android 2.2.1,-7.49849353997978,131.386496465113,Maluku,Indonesia,2021-02-14
9753,Yessi,Usamah,05a539d1-df92-4f61-9385-15559a0d26f1,05a539d1_df92_4f61_9385_15559a0d26f1@startupcampus.id,F,1999-07-31,Android,13fe1316-7999-4948-ba2d-bf013436193b,Android 5.1,-7.68466489613113,111.758560440382,Jawa Timur,Indonesia,2020-11-28
28855,Puput,Hassanah,a0342886-1bd4-48e3-9328-8944797c4feb,a0342886_1bd4_48e3_9328_8944797c4feb@zakyfoundation.org,F,1992-07-29,Android,ffc4a955-9420-4e64-99df-ff9200c6e844,Android 2.0.1,0.590405904528723,123.878002502436,Sulawesi Utara,Indonesia,2017-03-19
11747,Maida,Oktaviani,10b4a4c3-0bb8-4b44-94df-02873b6fca23,10b4a4c3_0bb8_4b44_94df_02873b6fca23@startupcampus.id,F,1995-12-20,Android,7af458fa-4210-4dfe-91f4-46c541e7ca11,Android 7.1,-7.23735921131192,110.418156562883,Jawa Tengah,Indonesia,2021-02-07
45384,Sarah,Laksmiwati,91985d8f-e8e0-416f-b720-f0f99b4fdee5,91985d8f_e8e0_416f_b720_f0f99b4fdee5@startupcampus.id,F,1996-07-25,Android,568fd5f9-5596-47ec-b451-bf4fb3ad23c7,Android 8.0.0,-8.57699259750052,118.500880897322,Nusa Tenggara Barat,Indonesia,2020-08-13
23711,Salimah,Nasyiah,14956119-50bd-4a78-8411-7f4b1f1b2e5b,14956119_50bd_4a78_8411_7f4b1f1b2e5b@startupcampus.id,F,2006-12-23,iOS,7374bc03-f239-4541-9c9a-c51799f42534,iPad; CPU iPad OS 6_1_6 like Mac OS X,-6.12624608891437,106.76646361162,Jakarta Raya,Indonesia,2022-01-30
51704,Taswir,Wibisono,7c38ef1d-c633-4f42-8877-5bed60ed9e73,7c38ef1d_c633_4f42_8877_5bed60ed9e73@startupcampus.id,M,1982-10-16,iOS,000039a1-57a9-414b-b203-5f598967a63a,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,-3.26526919080446,119.05864175053,Sulawesi Barat,Indonesia,2021-11-14
87704,Lidya,Handayani,a6f1069e-edb1-4a73-8081-679e1fe78668,a6f1069e_edb1_4a73_8081_679e1fe78668@startupcampus.id,F,2009-07-17,Android,0c895536-9870-4dd5-8a33-a58046d8bff1,Android 3.2,3.72248996591599,125.494022320225,Sulawesi Utara,Indonesia,2021-11-07
43159,Suci,Nuraini,e309cb0a-b469-4a59-8768-47f8d9d53803,e309cb0a_b469_4a59_8768_47f8d9d53803@startupcampus.id,F,2000-11-01,Android,57aa39ea-e24c-4907-9fef-44b0eb5ffa7e,Android 4.0.4,-2.90946989871613,115.690494548026,Kalimantan Selatan,Indonesia,2016-08-27
80233,Vera,Hastuti,0687967e-5df4-4dce-b549-13369a616087,0687967e_5df4_4dce_b549_13369a616087@zakyfoundation.org,F,1988-12-03,Android,e9e9b3f9-2237-4fd2-83bb-e67401967b80,Android 2.2.1,-8.77522531947668,116.447821580101,Nusa Tenggara Barat,Indonesia,2020-02-14
22723,Olivia,Usamah,b44edca4-67fc-47ff-a09f-86278805401a,b44edca4_67fc_47ff_a09f_86278805401a@startupcampus.id,F,2004-11-12,Android,907a66c0-e1ae-49de-853d-989c3d303693,Android 3.2.5,-7.04485336382374,108.80241492719,Jawa Tengah,Indonesia,2021-07-17
82608,Lasmono,Ardianto,83d53880-288b-47eb-8ebd-38b860c7ff58,83d53880_288b_47eb_8ebd_38b860c7ff58@startupcampus.id,M,1988-07-05,Android,a27c54e5-2210-4712-a3d0-a7e44bc37bc0,Android 5.0.1,-6.25149362924295,107.420248101051,Jawa Barat,Indonesia,2022-03-16
83281,Ghaliyati,Pudjiastuti,fea33452-ba6c-4029-8ac9-3fa788f98a6e,fea33452_ba6c_4029_8ac9_3fa788f98a6e@startupcampus.id,F,1996-09-23,Android,f93fbb5f-18a4-4ac2-b62c-2515ea6cba12,Android 3.2.3,-1.97495640436278,101.81345431754,Jambi,Indonesia,2022-05-15
57700,Amalia,Astuti,68684be7-790e-4d21-93ce-9f7af85807a5,68684be7_790e_4d21_93ce_9f7af85807a5@startupcampus.id,F,1998-02-19,Android,d17e25ee-9ddc-48f4-b6f6-087a4b1ceb53,Android 2.2.1,-3.92406746187072,105.242455517876,Lampung,Indonesia,2018-05-19
74709,Rafi,Pangestu,6f0ee204-e109-4a74-a941-66e8d037d406,6f0ee204_e109_4a74_a941_66e8d037d406@startupcampus.id,M,1993-07-30,Android,a3823745-e964-46c2-bb52-0512821c607f,Android 3.2.3,-2.05179230849911,114.820900047593,Kalimantan Tengah,Indonesia,2018-11-17
52684,Samiah,Puspasari,3eb93e82-bd80-4137-9060-b26e34a4f920,3eb93e82_bd80_4137_9060_b26e34a4f920@startupcampus.id,F,1997-03-28,iOS,2f2ee763-69b0-424a-98a1-9c8b72416542,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,-6.77466701301478,108.271745745072,Jawa Barat,Indonesia,2019-02-02
71443,Galih,Waluyo,d7e2a23d-e034-46b2-8b51-eb892d77c246,d7e2a23d_e034_46b2_8b51_eb892d77c246@zakyfoundation.org,M,1996-08-22,iOS,5035c9a7-e4fc-4806-b67e-df230341901f,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,-8.35603802175825,113.90538306748,Jawa Timur,Indonesia,2018-04-13
75388,Ika,Kusmawati,1eecc89f-f088-4abb-ac64-a473892d4732,1eecc89f_f088_4abb_ac64_a473892d4732@zakyfoundation.org,F,1998-08-06,Android,f8062f1c-01e0-4e54-a8de-9ba097a0cfa4,Android 2.3.1,-4.18710305959573,105.697627471571,Lampung,Indonesia,2020-12-27
38018,Ami,Uyainah,2571e4a6-441f-467a-8a65-e9013fefa433,2571e4a6_441f_467a_8a65_e9013fefa433@startupcampus.id,F,2000-12-13,Android,bc093f37-9521-464c-8440-d33be0b3acc0,Android 2.2.2,-7.71709634348091,111.343985900084,Jawa Timur,Indonesia,2020-02-29
52389,Hesti,Pudjiastuti,13e889bf-53eb-4425-a8e3-3143f1dfa113,13e889bf_53eb_4425_a8e3_3143f1dfa113@zakyfoundation.org,F,2007-04-06,Android,e9017c45-87f0-494a-aaa8-2d2620b2673f,Android 2.0,2.34214968553037,100.145620327406,Sumatera Utara,Indonesia,2019-09-15
41964,Wani,Kusmawati,a1aeab64-23d1-403b-b139-04d2541521dc,a1aeab64_23d1_403b_b139_04d2541521dc@zakyfoundation.org,F,2002-01-15,iOS,7eb71afd-0948-46cf-95ab-ccb1228963d4,iPad; CPU iPad OS 5_1_1 like Mac OS X,-0.778559081186026,116.573112316263,Kalimantan Timur,Indonesia,2020-07-05
51866,Tantri,Purnawati,5bf23789-bc29-4941-b4a5-b441b3b02e89,5bf23789_bc29_4941_b4a5_b441b3b02e89@startupcampus.id,F,2005-08-09,Android,86ff6cbc-0852-4d9f-942a-0400f05c8c86,Android 7.1.1,-7.0706488777388,112.469851260049,Jawa Timur,Indonesia,2020-05-23
96759,Yani,Hartati,c55d2493-0baf-421e-8606-cd0e52241f84,c55d2493_0baf_421e_8606_cd0e52241f84@zakyfoundation.org,F,2000-05-05,iOS,d2848468-b23a-48c1-94b4-ef18150dccea,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,-5.57574024078929,105.733960058765,Lampung,Indonesia,2017-08-13
60936,Budi,Firgantoro,e4633fe7-01e5-4533-b380-ecf40d34b11f,e4633fe7_01e5_4533_b380_ecf40d34b11f@startupcampus.id,M,1984-07-28,Android,3308cf20-794d-4932-8bf3-8cd8cc61056e,Android 2.3.6,-3.95196960122675,127.223683455153,Maluku,Indonesia,2020-08-01
96807,Hartana,Sirait,ea03e1cb-c293-4d82-881b-c94d57be7b07,ea03e1cb_c293_4d82_881b_c94d57be7b07@startupcampus.id,M,2003-11-30,Android,68019bb3-77f0-4c3f-9212-da95f936d688,Android 7.1,-7.95975625453137,110.431965142699,Yogyakarta,Indonesia,2019-01-27
78125,Shania,Uyainah,527f751c-d98f-47fd-8f58-08cec42ed399,527f751c_d98f_47fd_8f58_08cec42ed399@startupcampus.id,F,1988-02-04,Android,30acb9fa-995a-49d7-ac92-7c5009cd8959,Android 5.0.2,-7.54186605849134,108.505987535913,Jawa Barat,Indonesia,2022-01-16
11258,Estiono,Sitorus,45e89890-f3fd-415b-97f9-bfc3b17643d9,45e89890_f3fd_415b_97f9_bfc3b17643d9@startupcampus.id,M,2001-03-07,Android,14f25c68-d67f-4bf4-b9ee-8521ed6441e9,Android 3.1,-1.18655374864066,112.491989344309,Kalimantan Tengah,Indonesia,2021-08-29
56050,Kenari,Saptono,3b355f94-068b-467c-a95f-6db0b8668a70,3b355f94_068b_467c_a95f_6db0b8668a70@zakyfoundation.org,M,1988-08-31,Android,24197d48-6ec6-4e8b-9413-2e6d9705ac49,Android 7.1.2,-6.26281030898695,106.799209987034,Jakarta Raya,Indonesia,2022-05-29
49703,Dasa,Sihombing,013f25ea-8f9c-49ae-b292-1200af89432a,013f25ea_8f9c_49ae_b292_1200af89432a@startupcampus.id,M,2000-05-03,Android,97c69f78-a8e9-4a78-833d-1397f4367ffa,Android 2.3.5,0.219476406307148,109.670702860157,Kalimantan Barat,Indonesia,2017-10-08
88387,Mila,Maryati,621482fc-819d-4e07-badf-678d1a908b00,621482fc_819d_4e07_badf_678d1a908b00@startupcampus.id,F,1984-11-24,Android,c6fbff2a-1a59-495e-a242-e6afa148cc79,Android 5.0.2,-7.6907663696114,109.677016055148,Jawa Tengah,Indonesia,2021-01-31
43456,Saka,Rajasa,6fcc5742-caa0-42c7-b7bc-89ca58a9f4dd,6fcc5742_caa0_42c7_b7bc_89ca58a9f4dd@startupcampus.id,M,2002-03-12,Android,76b130da-8942-4d44-b120-ce0242898156,Android 4.2.2,-1.16605317805244,133.333782273946,Papua Barat,Indonesia,2021-07-31
46874,Raden,Nainggolan,f2bbd484-4c85-4eee-af7d-2ebed9079342,f2bbd484_4c85_4eee_af7d_2ebed9079342@startupcampus.id,M,1989-08-23,Android,1ea27b8a-d5fe-4a72-9fca-b39a1c78f2b2,Android 4.2.2,-2.79550262854411,118.829652923543,Sulawesi Barat,Indonesia,2021-01-24
92061,Calista,Yuniar,bbd30da8-39d0-48aa-9f46-de46bb9a869b,bbd30da8_39d0_48aa_9f46_de46bb9a869b@zakyfoundation.org,F,1978-10-28,iOS,0c5ec3e2-c871-4e57-aa2c-6f9455fc83af,iPad; CPU iPad OS 7_1_2 like Mac OS X,-9.64870904072247,119.674487012093,Nusa Tenggara Timur,Indonesia,2021-04-10
46018,Limar,Prabowo,c338fdcd-e1c4-4010-a20f-b1fac763d5c6,c338fdcd_e1c4_4010_a20f_b1fac763d5c6@startupcampus.id,M,1995-10-27,iOS,a0203f8c-f041-416c-8055-0f381f6489ef,iPad; CPU iPad OS 9_3_6 like Mac OS X,-6.17556169276284,106.930918004695,Jakarta Raya,Indonesia,2019-07-14
7168,Ella,Wastuti,5b0ef0f0-9cf7-4203-8663-b023d8a50e02,5b0ef0f0_9cf7_4203_8663_b023d8a50e02@startupcampus.id,F,1989-03-31,Android,e3e59de4-708a-4e41-99d6-0e38739c0bed,Android 2.2.2,-6.32688549420108,106.875269304016,Jakarta Raya,Indonesia,2017-07-29
62115,Devi,Palastri,29bd50ff-74a3-47d3-be14-c83f512ec730,29bd50ff_74a3_47d3_be14_c83f512ec730@zakyfoundation.org,F,2000-12-15,Android,10039d9e-ab58-4348-8529-ff0ec830caf8,Android 4.3,-6.11846413714195,106.908345179004,Jakarta Raya,Indonesia,2020-12-29
74370,Jaeman,Wahyudin,0c2052a0-75f1-43ae-b41b-269b651119d8,0c2052a0_75f1_43ae_b41b_269b651119d8@startupcampus.id,M,1993-04-05,Android,6ffef33a-aa42-4bef-9bef-f0b8232f8db2,Android 4.0.3,-6.24728702140156,106.842771566616,Jakarta Raya,Indonesia,2021-06-05
39488,Tina,Farida,a8cbed4e-eaf3-48ed-909f-713561776e43,a8cbed4e_eaf3_48ed_909f_713561776e43@startupcampus.id,F,1998-02-09,Android,fc4cefff-541e-47d1-a8bf-a25eeeffb21f,Android 7.1.1,-0.800271016572712,110.61071194989,Kalimantan Barat,Indonesia,2020-11-08
97023,Cager,Adriansyah,c8ecbb6c-37f8-4a47-8e2b-4185d610750f,c8ecbb6c_37f8_4a47_8e2b_4185d610750f@startupcampus.id,M,2005-10-11,iOS,11b1af1b-8795-4c0c-9e2b-57fdb9803738,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,-7.73468976618511,110.149839160845,Yogyakarta,Indonesia,2018-09-09
10161,Darmana,Nashiruddin,1478988d-fb0a-466a-ac24-74509d2673d7,1478988d_fb0a_466a_ac24_74509d2673d7@startupcampus.id,M,1985-12-07,iOS,bfcdd5bb-8489-4d84-b255-6ffc33d6b9f4,iPad; CPU iPad OS 10_3_4 like Mac OS X,-6.16102128456444,106.829611140024,Jakarta Raya,Indonesia,2018-01-20
76216,Almira,Fujiati,53437590-c079-4dea-95b8-ddf606c458eb,53437590_c079_4dea_95b8_ddf606c458eb@zakyfoundation.org,F,1996-04-26,iOS,b58ee972-5bdd-4219-af12-1782b1f10a7c,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,-6.12269387573402,134.353574681728,Maluku,Indonesia,2021-04-18
9206,Harimurti,Uwais,b491f651-0ee7-439e-b7ca-57333ed0b4b2,b491f651_0ee7_439e_b7ca_57333ed0b4b2@startupcampus.id,M,1994-11-07,Android,e4ac0423-15d5-499d-8d31-1a26e863135a,Android 4.4,-5.54638032529822,105.53258115676,Lampung,Indonesia,2019-09-29
84641,Rina,Nuraini,e688ebbc-955e-4c29-8003-57e6e8492751,e688ebbc_955e_4c29_8003_57e6e8492751@startupcampus.id,F,1990-03-24,Android,d619d0ed-302f-4ae4-862c-03b995ee79fa,Android 4.3.1,-6.19637680320988,106.786966367054,Jakarta Raya,Indonesia,2019-05-15
44043,Dirja,Prakasa,d197c460-408f-4734-b60c-6701e9e6fce6,d197c460_408f_4734_b60c_6701e9e6fce6@startupcampus.id,M,2004-09-21,iOS,b18f3b85-7b5c-4429-917f-c1092963f5aa,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,-5.21756292446674,105.233694842247,Lampung,Indonesia,2019-10-13
87746,Titin,Agustina,aab83220-c090-4213-a09e-e4231a853422,aab83220_c090_4213_a09e_e4231a853422@startupcampus.id,F,1985-10-12,Android,48a0f2b3-a6f2-4269-93c1-51599d7f7fe9,Android 7.1.2,-3.20052787959028,119.378712034644,Sulawesi Selatan,Indonesia,2021-08-07
33481,Kamaria,Pertiwi,1a3aa928-6c4d-4ce5-8646-6002175ddba1,1a3aa928_6c4d_4ce5_8646_6002175ddba1@startupcampus.id,F,1999-02-04,Android,758dcb14-6e50-4640-90cc-e36ab0734bb9,Android 11,-7.84783330855672,110.060988413233,Yogyakarta,Indonesia,2016-12-17
61165,Lidya,Fujiati,3786f2f2-f20f-44d1-8f01-c26737e1f1d3,3786f2f2_f20f_44d1_8f01_c26737e1f1d3@startupcampus.id,F,1996-08-07,Android,17b8e860-197b-4ff5-9d8f-e6f6bc8425a4,Android 7.0,0.977432791149173,109.069866074371,Kalimantan Barat,Indonesia,2022-05-22
13031,Devi,Mardhiyah,a58c97de-c5fd-4fa0-a182-107740d0d854,a58c97de_c5fd_4fa0_a182_107740d0d854@startupcampus.id,F,2005-12-09,Android,a43b72b9-cbb9-4fac-b57d-1376a75b0ef6,Android 6.0.1,-6.12381393600852,106.743701144074,Jakarta Raya,Indonesia,2019-09-14
47410,Aris,Setiawan,1d728cca-4665-4c83-a507-35de666dfc86,1d728cca_4665_4c83_a507_35de666dfc86@zakyfoundation.org,M,2000-10-02,Android,911f3a1a-d628-4140-bae6-e5376153d5ea,Android 1.5,-1.7478736401674,124.406543396775,Maluku Utara,Indonesia,2019-03-09
55811,Karen,Widiastuti,f3cd0743-ff19-425a-95ad-dde6f23c9448,f3cd0743_ff19_425a_95ad_dde6f23c9448@startupcampus.id,F,2003-02-07,Android,2a44d81c-1201-40b2-9725-1483ac0c207f,Android 2.3.3,-6.28069318687184,106.852718237225,Jakarta Raya,Indonesia,2020-12-06
46661,Gara,Kurniawan,c9abd778-bf3c-4d0f-b9c9-69a07e782d16,c9abd778_bf3c_4d0f_b9c9_69a07e782d16@zakyfoundation.org,M,2006-06-27,Android,aed8bf46-731b-4259-b6c2-fd1cf7331deb,Android 2.3.3,-6.57806767807022,106.131575377653,Banten,Indonesia,2016-11-29
94229,Tirtayasa,Wibowo,6679915a-93c0-424a-b06d-9f6a265f2f9f,6679915a_93c0_424a_b06d_9f6a265f2f9f@startupcampus.id,M,2002-05-19,Android,d601a586-467f-4763-a0d8-d901209745f4,Android 4.4.3,0.779194574225452,123.628877580605,Sulawesi Utara,Indonesia,2019-03-09
89224,Eka,Wulandari,966d565c-41d5-43a6-bcb2-d81bb87f2dca,966d565c_41d5_43a6_bcb2_d81bb87f2dca@startupcampus.id,F,1999-09-17,Android,e13f53b3-c72c-4b3e-ba71-a3cc20a7358f,Android 4.0.3,-6.87171168697653,109.320503669988,Jawa Tengah,Indonesia,2022-02-11
96570,Vino,Gunawan,6eaaf06d-cec7-4064-85d6-5dc9b496cc7a,6eaaf06d_cec7_4064_85d6_5dc9b496cc7a@zakyfoundation.org,M,1999-02-28,Android,b74e80ec-32a2-4a78-881d-08b65a9fee5d,Android 6.0.1,-8.24348971531295,114.545949183593,Bali,Indonesia,2017-07-30
68860,Tina,Yuliarti,93acd0c0-20cf-4db5-b450-9a5e1d3e550b,93acd0c0_20cf_4db5_b450_9a5e1d3e550b@startupcampus.id,F,1984-01-02,Android,27d3d4b4-e898-46c6-bc3c-703c725a1a4e,Android 4.4.3,0.852213780639067,110.93100958731,Kalimantan Barat,Indonesia,2018-09-01
33657,Rika,Astuti,6c071a07-a69f-4b05-85e6-007b00d9179f,6c071a07_a69f_4b05_85e6_007b00d9179f@startupcampus.id,F,2000-07-06,iOS,76f12df8-06c5-4d44-a952-1002e93c8c02,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,-0.852533073448546,100.573423803534,Sumatera Barat,Indonesia,2017-11-11
331,Endah,Rahmawati,27c6a8e8-867c-4331-b2bd-574a2e08ee67,27c6a8e8_867c_4331_b2bd_574a2e08ee67@startupcampus.id,F,2002-11-22,Android,af648e22-9fdc-4601-811f-51a8e2c7f5fa,Android 3.2,-8.04142392583041,112.845653043453,Jawa Timur,Indonesia,2021-02-27
89724,Raisa,Oktaviani,723f4596-6d4a-4d95-8792-57c941dc2425,723f4596_6d4a_4d95_8792_57c941dc2425@startupcampus.id,F,1991-03-06,Android,00796bf2-9345-4179-b52e-0c8d1c5a3786,Android 7.1.2,-6.1607656225402,106.787416338856,Jakarta Raya,Indonesia,2018-11-25
13443,Hairyanto,Prabowo,1860940b-f6a0-415b-a609-c837921ad8de,1860940b_f6a0_415b_a609_c837921ad8de@zakyfoundation.org,M,2009-08-30,Android,95339d9c-9815-4a73-981e-71ca0c19fb83,Android 2.3.1,-6.13665040197881,106.774889174011,Jakarta Raya,Indonesia,2020-10-22
